Date,Open,High,Low,Close,Volume,Adj Close
2010-06-02,51.110001,52.41,50.869999,52.369999,4040200,47.332664
2010-06-03,52.509998,54.560001,52.509998,54.450001,6149300,49.212596
2010-06-04,53.700001,56.34,53.689999,54.139999,8060500,48.932413
2010-06-07,54.360001,55.48,52.450001,53.57,8954700,48.41724
2010-06-08,53.73,54.279999,52.599998,53.27,6156200,48.146097
2010-06-09,53.400002,53.900002,52.16,52.310001,4695400,47.278438
2010-06-10,53.0,53.330002,52.259998,52.790001,4494200,47.712267
2010-06-11,52.360001,53.279999,51.93,52.650002,3746400,47.585734
2010-06-14,52.919998,53.889999,52.709999,53.099998,3400800,47.992447
2010-06-15,53.34,54.080002,53.220001,54.029999,3749900,48.832993
2010-06-16,53.540001,54.950001,53.5,54.709999,4271900,49.447586
2010-06-17,54.93,55.130001,54.529999,55.049999,3798000,49.754882
2010-06-18,55.02,55.349998,54.799999,55.220001,6458200,49.908532
2010-06-21,55.540001,55.98,55.02,55.240002,4184100,49.926609
2010-06-22,55.16,55.560001,53.619999,53.720001,5136200,48.552813
2010-06-23,53.75,53.779999,52.759998,53.029999,4099900,47.92918
2010-06-24,52.790001,53.32,52.099998,52.369999,3304700,47.332664
2010-06-25,52.369999,52.82,51.630001,51.75,7671700,46.772301
2010-06-28,51.91,51.98,50.779999,50.790001,3558800,45.904642
2010-06-29,50.43,50.630001,49.369999,49.57,5118000,44.80199
2010-06-30,49.540001,49.709999,48.860001,48.93,4979300,44.22355
2010-07-01,48.73,48.73,46.52,47.790001,7295600,43.193204
2010-07-02,48.009998,48.09,47.110001,47.43,3473700,42.867831
2010-07-06,48.009998,48.619999,47.619999,48.110001,3705200,43.482424
2010-07-07,48.310001,49.0,48.209999,48.91,3723500,44.205474
2010-07-08,49.169998,49.880001,48.939999,49.869999,3022300,45.073133
2010-07-09,49.900002,51.18,49.669998,51.169998,3941800,46.248088
2010-07-12,51.060001,51.349998,50.380001,51.279999,3470000,46.347508
2010-07-13,51.77,51.939999,51.380001,51.610001,3140600,46.645768
2010-07-14,51.380001,51.990002,50.860001,51.970001,2752100,46.971141
2010-07-15,51.740002,53.16,51.48,53.150002,4627400,48.03764
2010-07-16,52.810001,53.189999,51.369999,51.389999,4127700,46.446928
2010-07-19,51.630001,52.73,51.630001,52.490002,3210000,47.441124
2010-07-20,52.189999,52.779999,51.43,52.610001,3477400,47.549581
2010-07-21,52.689999,52.91,51.200001,51.490002,3110100,46.537312
2010-07-22,51.900002,52.75,51.630001,52.459999,2669100,47.414008
2010-07-23,52.18,52.459999,51.630001,51.990002,2881600,46.989218
2010-07-26,52.150002,53.189999,51.990002,53.189999,2364000,48.07379
2010-07-27,53.299999,53.869999,52.639999,52.799999,3052800,47.721304
2010-07-28,52.619999,52.799999,50.200001,50.830002,5779600,45.940795
2010-07-29,51.18,51.459999,49.450001,49.880001,5047900,45.082173
2010-07-30,49.32,51.040001,48.759998,50.720001,4321900,45.841376
2010-08-02,51.119999,52.099998,50.970001,52.009998,4464700,47.007291
2010-08-03,51.810001,53.84,51.700001,53.240002,5206200,48.118984
2010-08-04,53.41,54.349998,53.130001,54.240002,4395900,49.022796
2010-08-05,53.900002,55.060001,53.650002,54.959999,3402900,49.673539
2010-08-06,54.580002,55.139999,54.220001,55.049999,3716600,49.754882
2010-08-09,55.32,55.700001,55.080002,55.139999,2459500,49.836226
2010-08-10,54.849998,55.459999,54.560001,55.02,3682600,49.727769
2010-08-11,54.470001,54.5,51.290001,51.310001,14100100,46.374625
2010-08-12,50.860001,51.950001,50.720001,51.580002,3969500,46.618655
2010-08-13,51.310001,52.040001,50.810001,51.790001,2322600,46.808455
2010-08-16,51.369999,51.799999,50.779999,51.619999,2969800,46.654805
2010-08-17,52.139999,52.610001,51.720001,52.380001,2805700,47.341704
2010-08-18,52.48,52.619999,51.709999,51.98,2807900,46.980178
2010-08-19,51.700001,51.709999,49.790001,50.119999,3827000,45.299086
2010-08-20,50.130001,50.290001,49.169998,49.889999,3035600,45.091209
2010-08-23,50.099998,50.779999,49.580002,49.639999,2494600,44.865256
2010-08-24,49.150002,49.939999,48.610001,49.68,4368100,44.90141
2010-08-25,49.560001,51.509998,49.279999,51.040001,4358000,46.130595
2010-08-26,51.330002,52.290001,50.560001,50.639999,3249400,45.769069
2010-08-27,50.93,51.200001,49.810001,50.869999,2416900,45.976945
2010-08-30,50.709999,50.91,49.599998,49.599998,1945300,44.829103
2010-08-31,49.200001,50.580002,48.82,49.66,3994600,44.883333
2010-09-01,50.279999,51.049999,49.91,50.880001,3672300,45.985985
2010-09-02,51.220001,51.82,50.93,51.82,2445200,46.835568
2010-09-03,52.16,53.27,52.060001,53.25,3655600,48.12802
2010-09-07,52.810001,52.950001,52.299999,52.400002,2393600,47.359781
2010-09-08,52.5,53.09,52.259998,52.91,2441800,47.820724
2010-09-09,53.48,54.639999,53.310001,54.529999,4567900,49.284899
2010-09-10,54.450001,55.25,54.16,54.830002,3993900,49.556046
2010-09-13,55.279999,55.759998,54.970001,55.369999,4400400,50.044102
2010-09-14,55.099998,55.84,54.400002,55.450001,3806900,50.116409
2010-09-15,55.130001,55.330002,53.759998,54.639999,4439500,49.384319
2010-09-16,54.610001,54.75,54.119999,54.700001,3041200,49.438549
2010-09-17,54.740002,55.220001,54.060001,54.060001,5647800,48.86011
2010-09-20,54.110001,55.209999,54.110001,54.959999,4678600,49.673539
2010-09-21,55.110001,56.43,54.709999,55.75,4836300,50.387552
2010-09-22,55.669998,56.860001,55.34,56.639999,4643700,51.191944
2010-09-23,56.169998,57.419998,56.099998,56.5,3731000,51.065411
2010-09-24,57.009998,57.490002,56.5,56.689999,4557900,51.237134
2010-09-27,56.689999,56.77,55.869999,55.880001,3295300,50.505048
2010-09-28,56.139999,56.349998,55.380001,56.23,3469500,50.821381
2010-09-29,55.849998,56.259998,55.349998,56.130001,3127400,50.731001
2010-09-30,56.5,57.16,56.099998,56.639999,4270400,51.191944
2010-10-01,56.639999,56.91,55.439999,56.110001,4573400,50.712925
2010-10-04,55.919998,55.919998,54.549999,54.880001,3891900,49.601236
2010-10-05,55.380001,55.740002,54.400002,55.25,5437500,49.935645
2010-10-06,55.09,55.439999,52.93,54.34,7502100,49.113176
2010-10-07,54.43,55.220001,54.349998,55.060001,4173600,49.763922
2010-10-08,55.080002,55.400002,54.549999,55.009998,1735900,49.718729
2010-10-11,54.970001,55.75,54.919998,55.389999,2150200,50.062179
2010-10-12,55.18,55.759998,54.84,55.66,2207800,50.306208
2010-10-13,56.0,57.02,55.75,56.799999,4961400,51.336554
2010-10-14,56.830002,58.130001,56.27,57.060001,4105100,51.571547
2010-10-15,57.369999,57.900002,56.759998,57.779999,3660300,52.22229
2010-10-18,57.75,58.389999,57.34,58.389999,2818900,52.773616
2010-10-19,57.599998,57.689999,55.900002,56.110001,4264000,50.712925
2010-10-20,56.32,57.57,56.240002,57.220001,3640900,51.716157
2010-10-21,57.450001,57.490002,56.23,56.630001,2868400,51.182908
2010-10-22,56.68,57.700001,56.68,57.540001,1802000,52.005377
2010-10-25,57.84,58.330002,57.200001,57.259998,2237500,51.752307
2010-10-26,56.389999,56.639999,55.669998,55.939999,3959800,50.559275
2010-10-27,55.369999,55.630001,54.23,54.91,3976900,49.628349
2010-10-28,55.330002,55.389999,54.299999,54.610001,2584400,49.357206
2010-10-29,54.549999,55.009998,54.099998,54.34,2515800,49.113176
2010-11-01,54.639999,55.189999,54.259998,54.720001,3431400,49.456626
2010-11-02,55.209999,56.41,55.139999,55.75,4622500,50.387552
2010-11-03,55.150002,57.740002,54.5,56.049999,7910700,50.658695
2010-11-04,56.709999,57.040001,55.439999,56.709999,7246400,51.255211
2010-11-05,56.669998,58.009998,56.669998,57.349998,4803100,51.833651
2010-11-08,57.299999,58.82,57.209999,58.68,4540000,53.035723
2010-11-09,58.509998,58.700001,57.509998,57.740002,4779400,52.18614
2010-11-10,57.720001,58.950001,56.900002,58.900002,3852000,53.234563
2010-11-11,58.360001,58.84,57.91,58.59,3020800,52.95438
2010-11-12,58.259998,58.810001,57.490002,58.080002,3932300,52.493437
2010-11-15,57.09,58.040001,56.700001,57.18,4179100,51.680004
2010-11-16,56.720001,57.02,55.950001,55.990002,4511900,50.604468
2010-11-17,56.080002,56.650002,55.599998,56.450001,3541800,51.020221
2010-11-18,56.599998,57.0,54.860001,56.32,4895500,50.902725
2010-11-19,56.349998,58.720001,55.880001,58.610001,9891200,52.972456
2010-11-22,60.400002,61.0,59.389999,59.970001,12529100,54.201642
2010-11-23,59.509998,60.09,58.48,58.52,6020500,52.891113
2010-11-24,58.98,59.48,57.84,57.860001,4465300,52.294597
2010-11-26,57.66,58.27,57.0,57.099998,2179700,51.607697
2010-11-29,56.619999,57.27,56.009998,57.07,3896400,51.580584
2010-11-30,56.560001,56.740002,55.639999,55.740002,7501600,50.378515
2010-12-01,56.450001,57.43,56.330002,56.490002,5198400,51.056375
2010-12-02,56.419998,58.560001,56.419998,58.439999,6610000,52.818806
2010-12-03,58.119999,58.119999,56.869999,57.02,5655000,51.535394
2010-12-06,57.0,57.130001,55.860001,55.939999,3418200,50.559275
2010-12-07,56.540001,56.57,55.650002,55.75,4847700,50.387552
2010-12-08,56.119999,56.529999,55.860001,56.529999,3188800,51.092524
2010-12-09,56.849998,56.970001,56.240002,56.709999,4083700,51.255211
2010-12-10,56.700001,57.740002,56.650002,57.68,3932800,52.13191
2010-12-13,57.939999,59.689999,57.34,57.529999,6854000,51.996337
2010-12-14,57.700001,58.299999,57.5,58.110001,3681200,52.52055
2010-12-15,57.91,58.009998,56.220001,56.32,4713000,50.902725
2010-12-16,56.5,57.07,55.939999,56.02,4601100,50.631582
2010-12-17,55.93,56.02,55.560001,55.93,5306300,50.550238
2010-12-20,55.98,56.470001,55.599998,56.099998,2782700,50.703885
2010-12-21,56.060001,57.779999,56.049999,56.560001,3914000,51.119641
2010-12-22,56.490002,57.18,56.48,57.119999,1699400,51.625774
2010-12-23,57.130001,57.509998,57.0,57.439999,2240800,51.914994
2010-12-27,57.209999,57.310001,56.830002,57.150002,1409900,51.652891
2010-12-28,57.110001,57.32,56.669998,56.990002,1766300,51.508281
2010-12-29,57.09,57.18,56.91,56.91,1427300,51.435974
2010-12-30,56.779999,57.080002,56.549999,56.610001,1443600,51.164831
2010-12-31,56.610001,56.990002,56.599998,56.860001,1488500,51.390784
2011-01-03,57.09,58.029999,56.790001,57.950001,2456500,52.37594
2011-01-04,57.849998,58.400002,57.5,58.330002,2460300,52.71939
2011-01-05,58.110001,58.540001,57.98,58.48,2508400,52.85496
2011-01-06,58.41,59.68,58.279999,59.52,2276000,53.794926
2011-01-07,59.669998,60.529999,59.490002,60.459999,3249500,54.644508
2011-01-10,60.049999,61.59,59.849998,61.130001,3324500,55.250064
2011-01-11,61.240002,62.209999,61.16,61.869999,2738600,55.918884
2011-01-12,62.32,62.34,61.450001,61.93,1889200,55.973114
2011-01-13,62.02,62.259998,61.509998,61.810001,2336200,55.864657
2011-01-14,62.07,63.849998,61.810001,63.549999,3461000,57.437289
2011-01-18,63.630001,63.630001,62.610001,62.970001,2919700,56.91308
2011-01-19,63.060001,63.060001,61.529999,62.060001,2735300,56.09061
2011-01-20,62.290001,62.66,61.139999,61.560001,2745700,55.638704
2011-01-21,62.0,62.25,61.360001,61.450001,2947900,55.539284
2011-01-24,61.57,61.939999,60.759998,60.990002,2770400,55.123531
2011-01-25,60.82,62.240002,60.689999,61.700001,3373600,55.765237
2011-01-26,60.75,63.48,60.32,62.549999,5342800,56.533477
2011-01-27,62.57,64.970001,62.5,64.360001,4523500,58.169379
2011-01-28,64.300003,64.300003,62.419998,62.66,2571300,56.632897
2011-01-31,62.759998,63.380001,61.610001,62.119999,4127200,56.144837
2011-02-01,62.66,63.98,62.380001,63.75,3078200,57.618052
2011-02-02,63.599998,64.629997,63.349998,64.480003,2814400,58.277839
2011-02-03,64.269997,65.5,62.740002,64.389999,4150800,58.196492
2011-02-04,66.110001,67.300003,64.269997,65.07,4727000,58.811085
2011-02-07,65.099998,65.099998,64.07,64.110001,3332400,57.943426
2011-02-08,64.419998,65.43,64.18,65.279999,2555200,59.000885
2011-02-09,65.050003,65.419998,64.889999,65.25,3025600,58.973771
2011-02-10,65.089996,65.75,64.940002,65.360001,2402900,59.073191
2011-02-11,64.949997,65.970001,64.839996,65.25,1858000,58.973771
2011-02-14,65.32,66.110001,65.040001,65.940002,3294500,59.597404
2011-02-15,65.620003,66.279999,65.550003,65.940002,1934200,59.597404
2011-02-16,66.010002,66.730003,65.949997,66.370003,2308100,59.986044
2011-02-17,66.099998,67.349998,65.839996,67.209999,2003400,60.745243
2011-02-18,67.440002,67.949997,67.169998,67.400002,2737400,60.91697
2011-02-22,66.419998,67.419998,65.010002,65.290001,5010500,59.009925
2011-02-23,65.269997,66.190002,64.760002,64.93,4609900,58.684552
2011-02-24,65.099998,66.389999,64.790001,66.089996,2548200,59.732971
2011-02-25,66.25,67.099998,65.779999,66.519997,2234400,60.12161
2011-02-28,66.580002,67.019997,66.300003,66.470001,4057700,60.076424
2011-03-01,66.779999,67.0,65.910004,65.980003,2425700,59.633558
2011-03-02,66.139999,67.779999,65.870003,66.809998,2808200,60.383717
2011-03-03,67.410004,69.410004,67.290001,68.800003,3313200,62.182309
2011-03-04,68.550003,68.550003,67.459999,67.989998,3214600,61.450216
2011-03-07,68.230003,69.0,67.18,67.910004,3299300,61.377916
2011-03-08,67.879997,68.75,67.540001,68.330002,3340000,61.985706
2011-03-09,68.410004,69.559998,68.410004,69.400002,2571800,62.956358
2011-03-10,68.790001,68.839996,68.019997,68.449997,3385400,62.09456
2011-03-11,68.25,68.82,67.519997,67.980003,3109900,61.668204
2011-03-14,67.459999,67.650002,66.449997,66.970001,3617600,60.751978
2011-03-15,65.809998,67.940002,65.5,67.410004,4283500,61.151127
2011-03-16,67.169998,67.610001,66.139999,66.459999,4685000,60.289329
2011-03-17,67.620003,67.650002,65.760002,65.989998,4908200,59.862966
2011-03-18,66.830002,67.139999,66.379997,66.650002,5125500,60.46169
2011-03-21,67.169998,67.830002,66.0,67.089996,3474900,60.860832
2011-03-22,67.059998,68.110001,67.019997,67.470001,3602300,61.205554
2011-03-23,67.190002,67.190002,66.459999,67.040001,2145600,60.815479
2011-03-24,67.580002,68.830002,67.470001,68.769997,2385700,62.384848
2011-03-25,69.099998,70.0,68.879997,69.339996,3122600,62.901924
2011-03-28,69.309998,69.489998,68.440002,68.959999,2092400,62.557209
2011-03-29,69.169998,69.669998,68.860001,69.349998,2832600,62.910998
2011-03-30,69.529999,69.959999,69.220001,69.650002,2176400,63.183146
2011-03-31,69.699997,69.959999,68.800003,69.790001,2376200,63.310147
2011-04-01,70.040001,70.75,69.760002,70.75,2937100,64.181012
2011-04-04,70.690002,71.0,70.419998,70.610001,1294100,64.054011
2011-04-05,70.32,70.32,69.32,69.480003,2731900,63.028932
2011-04-06,69.849998,69.889999,68.5,68.849998,2869100,62.457422
2011-04-07,68.709999,69.730003,68.519997,69.07,2436900,62.656996
2011-04-08,69.360001,69.690002,68.510002,68.949997,2208200,62.548136
2011-04-11,68.949997,69.669998,68.919998,69.25,1806800,62.820284
2011-04-12,68.949997,69.900002,68.669998,69.739998,2343700,63.264787
2011-04-13,69.980003,70.239998,68.68,69.150002,2276800,62.72957
2011-04-14,68.910004,69.629997,68.25,69.510002,2420600,63.056146
2011-04-15,69.589996,69.980003,69.120003,69.410004,2650100,62.965432
2011-04-18,68.760002,68.830002,67.339996,68.059998,2220600,61.740771
2011-04-19,68.029999,69.230003,67.919998,68.980003,1869000,62.575356
2011-04-20,69.330002,69.959999,69.239998,69.389999,2083400,62.947285
2011-04-21,71.599998,72.790001,71.099998,72.269997,4642600,65.55988
2011-04-25,71.910004,72.260002,71.370003,72.209999,1805400,65.505453
2011-04-26,72.290001,73.389999,72.150002,72.970001,3600000,66.194891
2011-04-27,73.709999,75.739998,72.239998,75.540001,5131100,68.526272
2011-04-28,74.75,76.629997,74.68,76.550003,3245700,69.442497
2011-04-29,75.120003,76.949997,75.0,76.790001,3971700,69.660212
2011-05-02,76.919998,78.199997,76.800003,77.18,4300000,70.014001
2011-05-03,76.879997,77.550003,76.82,77.199997,2701900,70.032141
2011-05-04,77.25,77.5,76.550003,77.199997,3012700,70.032141
2011-05-05,76.779999,78.589996,76.650002,77.489998,3245000,70.295216
2011-05-06,78.239998,78.809998,77.620003,77.959999,2777500,70.721578
2011-05-09,78.089996,79.910004,77.830002,79.800003,3254600,72.390742
2011-05-10,79.730003,79.970001,78.93,79.82,2397600,72.408882
2011-05-11,79.580002,79.940002,78.589996,79.410004,2861500,72.036953
2011-05-12,79.010002,80.0,78.080002,80.0,2919200,72.572169
2011-05-13,80.0,81.800003,80.0,80.25,5167100,72.798957
2011-05-16,79.889999,80.919998,78.959999,80.760002,3151700,73.261607
2011-05-17,80.440002,80.599998,79.389999,79.980003,2495100,72.554029
2011-05-18,80.18,81.400002,79.790001,81.32,2394100,73.76961
2011-05-19,81.419998,81.919998,81.330002,81.779999,2614100,74.186899
2011-05-20,81.589996,81.690002,80.300003,80.529999,2944000,73.052959
2011-05-23,79.779999,79.989998,78.68,79.139999,2608800,71.792018
2011-05-24,79.0,79.110001,77.269997,77.540001,4569500,70.340576
2011-05-25,77.129997,77.650002,76.480003,76.739998,3932400,69.614851
2011-05-26,76.480003,77.68,75.5,77.419998,3898500,70.231715
2011-05-27,77.269997,78.110001,76.290001,77.580002,3943600,70.376863
2011-05-31,78.029999,78.470001,77.550003,78.169998,2908900,70.912079
2011-06-01,77.959999,78.199997,77.080002,77.169998,2577800,70.004927
2011-06-02,77.110001,78.139999,76.809998,78.0,2164200,70.757865
2011-06-03,77.099998,77.419998,76.550003,76.68,2724800,69.560425
2011-06-06,75.790001,76.190002,75.309998,75.440002,2328600,68.435558
2011-06-07,75.75,76.970001,75.599998,76.18,2299500,69.106848
2011-06-08,75.419998,76.059998,74.660004,75.519997,3269900,68.733687
2011-06-09,76.080002,78.0,75.699997,77.75,3608100,70.7633
2011-06-10,77.419998,77.440002,75.839996,76.339996,2868300,69.480001
2011-06-13,76.400002,76.949997,76.019997,76.129997,2112200,69.288872
2011-06-14,76.879997,78.480003,76.559998,77.739998,2787800,70.754197
2011-06-15,77.150002,78.029999,75.629997,76.18,2664900,69.334382
2011-06-16,76.199997,76.449997,75.099998,76.269997,2177800,69.416291
2011-06-17,76.839996,77.040001,75.949997,76.239998,3767900,69.388988
2011-06-20,75.800003,78.760002,75.790001,78.690002,2588800,71.618833
2011-06-21,78.919998,79.93,78.550003,79.25,2441000,72.128508
2011-06-22,78.93,79.690002,77.75,77.809998,2137000,70.817906
2011-06-23,77.589996,77.860001,75.519997,77.720001,2861200,70.735997
2011-06-24,77.830002,77.980003,75.989998,77.330002,3812800,70.381043
2011-06-27,77.120003,77.980003,76.459999,77.769997,2209800,70.7815
2011-06-28,78.07,79.419998,78.0,79.089996,2442400,71.982883
2011-06-29,79.25,79.669998,78.529999,79.209999,1923400,72.092102
2011-06-30,79.290001,79.809998,78.629997,78.769997,2121300,71.691638
2011-07-01,79.0,80.900002,79.0,80.790001,2226600,73.530123
2011-07-05,80.779999,80.779999,79.519997,80.220001,1659100,73.011344
2011-07-06,80.150002,80.709999,79.739998,79.970001,1895200,72.783809
2011-07-07,78.849998,80.080002,78.0,78.269997,4359800,71.236569
2011-07-08,77.769997,78.110001,76.739998,78.0,2802400,70.990835
2011-07-11,76.660004,76.720001,74.769997,75.209999,4119900,68.451546
2011-07-12,75.07,76.860001,75.059998,75.949997,2984600,69.125047
2011-07-13,76.150002,77.610001,76.07,76.68,2144200,69.789452
2011-07-14,76.949997,77.239998,76.370003,76.559998,2554700,69.680232
2011-07-15,76.959999,76.959999,74.779999,74.900002,4013200,68.169405
2011-07-18,74.5,75.080002,73.5,74.25,3534100,67.577814
2011-07-19,74.489998,74.489998,73.050003,73.540001,4924000,66.931616
2011-07-20,74.169998,74.279999,72.790001,73.650002,3458000,67.031732
2011-07-21,74.269997,75.690002,74.129997,74.650002,3220200,67.941871
2011-07-22,74.5,74.900002,73.980003,74.410004,2104200,67.723439
2011-07-25,73.599998,74.580002,73.510002,73.809998,2335300,67.17735
2011-07-26,74.010002,74.419998,73.400002,73.559998,2799600,66.949816
2011-07-27,71.190002,71.260002,68.349998,68.699997,9837300,62.52654
2011-07-28,68.559998,69.190002,68.019997,68.389999,5837900,62.244399
2011-07-29,67.720001,68.019997,66.68,67.550003,4887400,61.479886
