Date,Open,High,Low,Close,Volume,Adj Close
2010-04-23,96.519997,96.550003,94.790001,95.739998,541900,87.766666
2010-04-26,98.940002,103.879997,98.940002,103.209999,2289700,94.614557
2010-04-27,102.410004,104.139999,101.360001,102.339996,1085700,93.817009
2010-04-28,102.5,102.550003,98.160004,100.099998,1127500,91.763561
2010-04-29,100.620003,101.459999,98.32,101.349998,786500,92.909459
2010-04-30,101.610001,101.610001,100.099998,100.650002,1232600,92.267759
2010-05-03,100.269997,103.349998,100.260002,103.290001,1085300,94.687896
2010-05-04,102.239998,102.550003,99.610001,100.150002,1235300,91.809399
2010-05-05,99.459999,99.489998,93.120003,95.110001,2809200,87.189135
2010-05-06,94.699997,96.620003,87.949997,92.449997,2054700,84.75066
2010-05-07,92.449997,93.269997,89.449997,91.449997,1315500,83.833941
2010-05-10,95.459999,99.230003,95.400002,98.379997,2054500,90.186803
2010-05-11,97.68,99.720001,97.400002,98.5,1029600,90.296812
2010-05-12,99.209999,100.0,98.379997,99.25,756700,90.984351
2010-05-13,98.889999,107.440002,98.830002,101.68,3444100,93.211978
2010-05-14,101.0,101.769997,98.550003,99.650002,958800,91.35104
2010-05-17,99.839996,100.550003,97.519997,98.739998,512900,90.516822
2010-05-18,99.0,99.709999,95.790001,96.57,722600,88.527544
2010-05-19,96.529999,98.489998,95.309998,96.839996,823400,88.775055
2010-05-20,94.760002,95.660004,92.050003,92.269997,1313900,84.58565
2010-05-21,91.449997,93.699997,90.519997,92.169998,1217500,84.493979
2010-05-24,91.809998,93.25,91.419998,91.510002,775200,83.888949
2010-05-25,89.849998,91.059998,87.860001,90.839996,714200,83.274742
2010-05-26,91.449997,94.260002,91.099998,91.339996,884800,83.733101
2010-05-27,93.470001,94.169998,92.0,93.970001,678400,86.144076
2010-05-28,93.519997,94.550003,90.75,92.010002,962200,84.347308
2010-06-01,90.919998,92.470001,88.669998,88.730003,1069700,81.340471
2010-06-02,88.599998,91.57,88.529999,91.459999,1031400,83.84311
2010-06-03,91.449997,93.220001,91.029999,91.169998,932800,83.57726
2010-06-04,89.959999,90.379997,86.730003,86.889999,1379600,79.653705
2010-06-07,86.599998,87.160004,82.470001,82.809998,1719600,75.91349
2010-06-08,82.739998,82.739998,78.720001,80.879997,2224500,74.144222
2010-06-09,83.790001,87.25,82.470001,83.099998,2227200,76.179339
2010-06-10,84.0,84.809998,83.230003,84.599998,1456800,77.554418
2010-06-11,84.349998,85.470001,83.099998,84.650002,1169200,77.600256
2010-06-14,85.110001,85.449997,82.169998,82.440002,1360400,75.574308
2010-06-15,82.650002,85.110001,82.400002,85.050003,1490000,77.966945
2010-06-16,84.959999,87.330002,84.720001,86.059998,1623400,78.892826
2010-06-17,85.919998,86.470001,83.989998,84.449997,701200,77.416908
2010-06-18,84.07,84.900002,83.57,84.870003,813800,77.801936
2010-06-21,85.419998,86.440002,84.610001,85.07,1815700,77.985277
2010-06-22,84.989998,85.32,82.980003,83.080002,921500,76.161008
2010-06-23,82.959999,84.019997,82.160004,83.739998,1163500,76.766039
2010-06-24,83.599998,83.599998,82.449997,82.879997,1169100,75.97766
2010-06-25,83.029999,84.589996,82.620003,84.099998,996700,77.096058
2010-06-28,84.25,84.440002,83.139999,83.5,789300,76.546028
2010-06-29,82.5,82.660004,79.129997,79.449997,892300,72.833314
2010-06-30,79.489998,82.550003,79.169998,81.220001,888000,74.45591
2010-07-01,80.410004,81.32,78.239998,79.389999,986000,72.778313
2010-07-02,79.589996,79.839996,78.370003,78.690002,431900,72.136612
2010-07-06,80.0,80.889999,77.849998,78.57,450200,72.026604
2010-07-07,76.870003,80.160004,76.290001,79.410004,2129700,72.796651
2010-07-08,80.169998,82.82,80.0,82.489998,1346200,75.62014
2010-07-09,82.230003,84.0,80.669998,83.620003,730400,76.656037
2010-07-12,83.150002,83.639999,81.400002,82.290001,517400,75.436799
2010-07-13,83.169998,85.339996,82.660004,84.919998,922900,77.847767
2010-07-14,85.160004,85.660004,84.120003,85.199997,1318500,78.104447
2010-07-15,85.040001,86.160004,84.019997,86.029999,995000,78.865326
2010-07-16,85.339996,85.82,82.040001,82.239998,1039100,75.39096
2010-07-19,82.720001,83.32,81.949997,83.050003,459300,76.133507
2010-07-20,81.900002,84.580002,80.970001,84.370003,543600,77.343576
2010-07-21,84.639999,85.400002,84.349998,84.720001,742900,77.664426
2010-07-22,85.449997,87.029999,85.269997,86.510002,748900,79.305354
2010-07-23,86.389999,89.050003,85.160004,88.809998,1078900,81.413803
2010-07-26,88.849998,90.959999,88.830002,90.839996,1075500,83.274742
2010-07-27,91.440002,92.290001,89.089996,90.449997,1269400,82.917222
2010-07-28,90.379997,90.980003,87.470001,88.059998,1122600,80.726264
2010-07-29,91.440002,94.25,91.050003,93.82,2699700,86.006567
2010-07-30,92.209999,93.839996,90.949997,93.510002,1448500,85.722386
2010-08-02,93.989998,94.160004,92.870003,94.010002,933000,86.180746
2010-08-03,93.550003,94.190002,93.110001,94.040001,838700,86.208246
2010-08-04,94.300003,94.709999,93.800003,94.230003,684800,86.382425
2010-08-05,93.940002,94.5,93.07,94.0,953200,86.171577
2010-08-06,93.040001,94.589996,92.349998,93.379997,1575700,85.603208
2010-08-09,94.019997,94.739998,92.989998,93.870003,677800,86.052406
2010-08-10,92.910004,94.639999,91.730003,94.300003,708000,86.446595
2010-08-11,92.559998,93.529999,90.610001,90.709999,974000,83.155571
2010-08-12,90.980003,90.980003,89.160004,89.959999,734500,82.468031
2010-08-13,89.489998,90.709999,89.489998,89.830002,415300,82.34886
2010-08-16,89.129997,90.839996,88.510002,90.080002,578600,82.57804
2010-08-17,90.650002,91.610001,89.970001,90.559998,433400,83.018061
2010-08-18,90.370003,91.279999,89.730003,90.470001,369100,82.93556
2010-08-19,89.839996,90.75,89.339996,90.169998,766300,82.660542
2010-08-20,89.75,90.18,89.550003,90.019997,588300,82.523032
2010-08-23,90.269997,90.510002,89.779999,90.0,690400,82.504701
2010-08-24,88.779999,90.480003,88.779999,88.980003,1138000,81.569651
2010-08-25,88.5,90.610001,88.440002,90.239998,855000,82.724712
2010-08-26,90.489998,91.75,88.809998,89.25,471000,81.817162
2010-08-27,90.040001,91.589996,88.690002,91.370003,559700,83.760608
2010-08-30,90.699997,91.370003,90.400002,90.57,479500,83.027231
2010-08-31,89.68,91.800003,89.669998,91.209999,580200,83.61393
2010-09-01,92.0,95.0,91.639999,93.699997,655800,85.896558
2010-09-02,93.25,96.260002,92.68,95.949997,622200,87.959176
2010-09-03,96.139999,97.410004,95.209999,96.940002,563300,88.866732
2010-09-07,96.160004,96.860001,94.739998,94.900002,232800,86.996625
2010-09-08,94.989998,96.050003,94.550003,94.599998,535100,86.721607
2010-09-09,95.010002,96.080002,94.459999,95.25,368400,87.317475
2010-09-10,95.610001,95.660004,94.279999,94.529999,388400,86.657437
2010-09-13,95.309998,97.029999,94.650002,96.139999,548500,88.133355
2010-09-14,96.230003,96.230003,95.360001,95.779999,481700,87.803335
2010-09-15,95.139999,96.739998,95.139999,95.730003,364800,87.757503
2010-09-16,95.830002,96.370003,94.790001,95.199997,400200,87.271637
2010-09-17,95.25,97.68,94.620003,96.720001,1165300,88.665053
2010-09-20,97.050003,98.5,96.5,98.209999,550800,90.030962
2010-09-21,98.129997,99.629997,97.5,99.540001,679600,91.2502
2010-09-22,99.010002,99.519997,98.449997,99.040001,402200,90.791841
2010-09-23,98.129997,102.220001,98.129997,100.629997,932200,92.24942
2010-09-24,102.230003,103.400002,101.779999,102.239998,793300,93.725338
2010-09-27,102.470001,103.849998,102.290001,102.519997,875900,93.982019
2010-09-28,102.529999,103.400002,100.610001,103.160004,617800,94.568725
2010-09-29,102.279999,104.089996,102.279999,103.309998,440500,94.706227
2010-09-30,103.5,104.43,100.989998,102.349998,515700,93.826178
2010-10-01,102.599998,103.309998,101.25,102.839996,588900,94.275368
2010-10-04,102.540001,103.239998,100.690002,101.099998,565400,92.680279
2010-10-05,101.959999,105.089996,101.940002,105.089996,4947900,96.337986
2010-10-06,79.459999,80.779999,69.419998,70.339996,30574200,64.482004
2010-10-07,71.75,75.660004,70.599998,75.0,11092800,68.753918
2010-10-08,75.0,76.470001,73.050003,74.919998,3856900,68.680578
2010-10-11,75.0,75.25,72.610001,72.949997,2429500,66.874641
2010-10-12,72.830002,74.589996,72.059998,74.010002,1474600,67.846368
2010-10-13,74.75,75.739998,74.059998,74.279999,1504600,68.093879
2010-10-14,74.089996,75.199997,73.300003,73.540001,1312700,67.415509
2010-10-15,74.07,74.510002,73.139999,73.940002,1885800,67.782198
2010-10-18,74.129997,75.5,73.629997,75.059998,1513900,68.808918
2010-10-19,74.459999,77.300003,73.650002,75.410004,2437700,69.129776
2010-10-20,75.470001,76.25,74.510002,75.360001,1082300,69.083937
2010-10-21,75.529999,76.050003,74.050003,74.269997,1212100,68.08471
2010-10-22,74.459999,75.43,74.300003,75.18,674000,68.918927
2010-10-25,75.370003,76.0,74.470001,74.800003,1357500,68.570577
2010-10-26,74.120003,77.290001,73.879997,76.589996,2969100,70.211497
2010-10-27,80.0,83.209999,79.300003,83.0,4337400,76.087669
2010-10-28,83.809998,83.989998,82.309998,82.860001,1475600,75.959329
2010-10-29,82.849998,84.599998,82.760002,84.239998,1229200,77.224398
2010-11-01,84.360001,84.639999,82.5,82.889999,909600,75.986829
2010-11-02,83.470001,85.230003,83.150002,84.879997,909400,77.811098
2010-11-03,84.860001,85.470001,83.110001,84.419998,754100,77.389408
2010-11-04,85.309998,85.989998,83.949997,84.379997,1621800,77.352738
2010-11-05,84.190002,84.480003,82.580002,83.269997,2310300,76.33518
2010-11-08,82.68,85.800003,82.68,84.919998,848300,77.847767
2010-11-09,85.139999,86.0,83.0,83.410004,1175800,76.463527
2010-11-10,83.309998,84.459999,82.220001,83.93,1145100,76.940218
2010-11-11,83.25,86.879997,81.629997,85.790001,1267100,78.645315
2010-11-12,85.019997,85.290001,82.699997,83.779999,1092600,76.802708
2010-11-15,83.730003,84.419998,82.900002,83.190002,734800,76.261848
2010-11-16,82.529999,83.419998,80.93,81.169998,1093800,74.410071
2010-11-17,81.620003,82.769997,80.760002,81.379997,651100,74.602582
2010-11-18,82.5,83.599998,81.800003,81.82,1076200,75.00594
2010-11-19,82.239998,82.919998,81.470001,82.410004,765000,75.546808
2010-11-22,82.139999,82.949997,81.849998,82.519997,867400,75.647641
2010-11-23,81.75,82.449997,80.150002,80.860001,1019000,74.125891
2010-11-24,81.559998,82.330002,79.769997,80.32,1498000,73.630862
2010-11-26,79.779999,80.639999,79.230003,79.959999,422700,73.300842
2010-11-29,79.779999,81.120003,78.660004,79.330002,920600,72.723312
2010-11-30,78.510002,78.919998,77.449997,77.599998,1392200,71.137385
2010-12-01,78.830002,80.190002,78.830002,79.599998,1167000,72.970823
2010-12-02,79.589996,81.730003,79.550003,81.519997,1053300,74.730922
2010-12-03,80.949997,82.800003,80.660004,82.589996,823600,75.711811
2010-12-06,82.290001,84.199997,82.279999,83.900002,933900,76.912717
2010-12-07,85.239998,85.650002,84.169998,84.309998,1221400,77.288568
2010-12-08,84.620003,85.07,82.669998,83.739998,1018200,76.766039
2010-12-09,84.400002,84.769997,82.910004,83.389999,797200,76.445189
2010-12-10,83.75,85.760002,83.550003,84.830002,1117100,77.765266
2010-12-13,85.199997,86.199997,84.449997,84.730003,768800,77.673595
2010-12-14,85.0,85.199997,83.870003,84.32,594400,77.297737
2010-12-15,84.32,85.25,83.18,83.239998,901200,76.307679
2010-12-16,83.269997,84.209999,82.790001,83.529999,773200,76.573529
2010-12-17,83.68,84.239998,79.800003,81.279999,2561200,74.510911
2010-12-20,81.449997,82.080002,79.870003,81.779999,1021200,74.969271
2010-12-21,82.0,82.099998,81.32,81.43,643200,74.64842
2010-12-22,81.379997,81.709999,80.360001,80.650002,611600,73.933381
2010-12-23,80.610001,81.099998,80.199997,80.900002,562400,74.16256
2010-12-27,80.870003,81.169998,80.110001,81.040001,256200,74.290901
2010-12-28,80.879997,81.089996,79.919998,79.93,302100,73.273342
2010-12-29,80.050003,81.510002,78.779999,81.199997,780700,74.437572
2010-12-30,81.199997,83.25,81.199997,81.860001,666400,75.04261
2010-12-31,81.970001,82.199997,80.769997,81.260002,444900,74.49258
2011-01-03,82.230003,84.699997,81.769997,83.459999,1110000,76.509359
2011-01-04,84.019997,84.07,81.510002,82.349998,599500,75.4918
2011-01-05,82.400002,83.389999,82.139999,82.839996,800800,75.94099
2011-01-06,82.720001,83.389999,81.75,82.0,1128600,75.17095
2011-01-07,82.300003,82.550003,81.07,82.169998,727400,75.32679
2011-01-10,82.099998,86.169998,81.879997,85.879997,1309400,78.727817
2011-01-11,86.279999,88.410004,86.279999,87.110001,916900,79.855384
2011-01-12,87.5,87.959999,86.400002,87.489998,579300,80.203735
2011-01-13,87.639999,87.989998,86.629997,87.050003,310600,79.800383
2011-01-14,87.07,87.860001,86.709999,87.709999,372000,80.405414
2011-01-18,87.5,89.0,87.389999,88.75,774200,81.358802
2011-01-19,88.650002,88.650002,85.519997,86.5,676800,79.296185
2011-01-20,83.760002,86.239998,83.760002,85.129997,1051100,78.040277
2011-01-21,85.839996,86.800003,84.830002,85.120003,881600,78.031115
2011-01-24,86.919998,89.059998,85.949997,88.800003,1193100,81.404641
2011-01-25,88.709999,89.389999,87.110001,87.940002,843100,80.616262
2011-01-26,88.239998,89.330002,87.220001,87.550003,561900,80.258743
2011-01-27,87.709999,88.370003,87.230003,87.68,1020600,80.377913
2011-01-28,92.709999,93.019997,87.980003,88.82,2320000,81.422972
2011-01-31,88.980003,89.050003,86.82,88.419998,677000,81.056283
2011-02-01,88.940002,89.989998,88.910004,89.370003,693600,81.927171
2011-02-02,89.080002,91.779999,88.309998,90.440002,1077400,82.90806
2011-02-03,90.209999,91.849998,89.879997,90.790001,698200,83.22891
2011-02-04,91.169998,92.459999,89.779999,91.529999,508100,83.90728
2011-02-07,91.809998,92.629997,91.550003,92.43,678500,84.732328
2011-02-08,92.660004,92.809998,89.209999,90.32,1848100,82.798051
2011-02-09,89.470001,90.169998,88.309998,88.639999,1610400,81.257963
2011-02-10,87.0,93.650002,86.550003,92.309998,3667500,84.622319
2011-02-11,92.07,93.269997,90.660004,91.239998,1320700,83.64143
2011-02-14,91.410004,91.900002,90.330002,90.440002,577900,82.90806
2011-02-15,90.339996,92.550003,90.239998,91.470001,628300,83.852279
2011-02-16,91.639999,91.809998,90.68,91.43,493400,83.815609
2011-02-17,89.169998,92.139999,88.660004,90.830002,1390400,83.265579
2011-02-18,91.209999,92.029999,90.669998,90.989998,878900,83.412251
2011-02-22,89.839996,90.059998,87.82,88.400002,1201300,81.037952
2011-02-23,88.260002,88.790001,84.889999,86.440002,1039900,79.241184
2011-02-24,86.25,87.610001,85.480003,86.290001,922300,79.103675
2011-02-25,86.769997,88.5,86.769997,87.489998,927800,80.203735
2011-02-28,87.790001,88.279999,85.919998,86.440002,792200,79.241184
2011-03-01,86.760002,87.389999,84.5,85.209999,1141400,78.113617
2011-03-02,84.870003,85.559998,82.419998,84.279999,1002600,77.261068
2011-03-03,85.0,86.339996,84.959999,85.190002,693600,78.095285
2011-03-04,85.330002,85.330002,83.849998,84.32,773700,77.297737
2011-03-07,84.769997,85.400002,83.0,83.93,718400,76.940218
2011-03-08,83.870003,85.480003,83.360001,84.720001,908900,77.664426
2011-03-09,84.709999,85.809998,84.010002,85.269997,804400,78.168618
2011-03-10,85.0,85.760002,84.129997,84.919998,929200,77.847767
2011-03-11,84.349998,85.489998,83.440002,84.720001,518700,77.664426
2011-03-14,84.220001,85.290001,83.529999,84.5,498800,77.462747
2011-03-15,83.050003,84.739998,82.190002,84.160004,708400,77.151066
2011-03-16,83.970001,85.580002,83.050003,83.669998,712200,76.701869
2011-03-17,84.709999,85.43,83.809998,84.32,459000,77.297737
2011-03-18,85.260002,86.190002,84.669998,85.019997,704300,77.939438
2011-03-21,85.769997,86.699997,84.949997,85.150002,617800,78.058616
2011-03-22,85.089996,85.769997,84.32,84.910004,409100,77.838605
2011-03-23,84.889999,85.699997,84.260002,85.309998,418500,78.205287
2011-03-24,85.849998,86.730003,85.129997,86.059998,774100,78.892826
2011-03-25,86.32,87.57,85.650002,86.739998,709700,79.516195
2011-03-28,86.75,87.849998,86.550003,87.400002,491100,80.121233
2011-03-29,87.099998,87.519997,86.589996,87.110001,616400,79.855384
2011-03-30,87.849998,91.849998,87.419998,90.980003,1490100,83.403089
2011-03-31,90.900002,91.139999,89.599998,91.099998,745600,83.51309
2011-04-01,91.550003,92.760002,90.660004,92.360001,749700,84.668158
2011-04-04,92.540001,93.18,92.290001,92.790001,353700,85.062348
2011-04-05,92.559998,93.75,91.82,92.129997,596200,84.45731
2011-04-06,92.540001,93.029999,91.739998,92.489998,421700,84.787329
2011-04-07,92.269997,93.800003,91.849998,92.730003,379000,85.007347
2011-04-08,93.0,93.300003,92.709999,93.260002,329000,85.493207
2011-04-11,93.32,93.839996,92.160004,92.720001,495200,84.998178
2011-04-12,91.93,92.550003,90.57,91.419998,537900,83.80644
2011-04-13,91.800003,93.019997,91.32,91.589996,595600,83.962281
2011-04-14,91.25,92.129997,90.68,92.0,581000,84.338139
2011-04-15,91.410004,92.660004,90.800003,92.230003,784500,84.548987
2011-04-18,91.0,92.779999,90.459999,92.239998,554500,84.558149
2011-04-19,92.370003,92.620003,91.339996,92.150002,902200,84.475648
2011-04-20,93.120003,94.970001,92.980003,94.080002,757700,86.244916
2011-04-21,94.709999,95.0,92.82,93.440002,449600,85.658216
2011-04-25,93.25,93.860001,92.550003,93.639999,471700,85.841557
2011-04-26,93.599998,94.120003,93.029999,93.790001,507200,85.979066
2011-04-27,95.5,96.599998,93.199997,96.599998,1523000,88.555044
2011-04-28,100.0,104.410004,98.290001,99.120003,2900000,90.86518
2011-04-29,100.410004,102.139999,98.669998,100.660004,1047500,92.276928
2011-05-02,100.669998,100.669998,98.43,98.75,557700,90.525991
2011-05-03,98.32,99.050003,96.879997,98.099998,519200,89.930123
2011-05-04,98.050003,98.800003,96.449997,97.419998,815100,89.306754
2011-05-05,96.779999,100.860001,96.779999,99.190002,1400000,90.92935
2011-05-06,100.709999,101.199997,99.0,99.839996,638200,91.525212
2011-05-09,99.870003,101.529999,99.010002,100.480003,413900,92.111918
2011-05-10,100.589996,102.099998,100.370003,101.400002,507200,92.955298
2011-05-11,100.870003,102.410004,100.330002,101.120003,736300,92.698618
2011-05-12,100.589996,101.93,100.120003,101.190002,522000,92.762788
2011-05-13,101.239998,101.959999,100.349998,100.410004,473200,92.047748
2011-05-16,100.269997,101.370003,98.849998,99.220001,503400,90.95685
2011-05-17,99.040001,99.5,98.199997,99.150002,626500,90.89268
2011-05-18,99.519997,100.110001,98.879997,99.620003,395600,91.323539
2011-05-19,100.269997,100.989998,99.199997,100.440002,425800,92.075249
2011-05-20,100.43,101.519997,99.839996,100.760002,541400,92.368598
2011-05-23,99.25,99.739998,98.0,98.510002,575400,90.305981
2011-05-24,98.949997,99.730003,98.199997,99.029999,352800,90.782672
2011-05-25,98.75,99.879997,98.080002,99.059998,389800,90.810172
2011-05-26,98.599998,99.980003,98.120003,99.699997,505600,91.396872
2011-05-27,100.050003,101.089996,99.400002,100.610001,608700,92.231089
2011-05-31,101.18,101.57,100.370003,101.400002,478800,92.955298
2011-06-01,101.410004,101.93,99.370003,99.57,428800,91.277701
2011-06-02,98.879997,100.739998,98.129997,100.660004,360500,92.276928
2011-06-03,99.18,100.32,97.889999,98.760002,423900,90.535161
2011-06-06,98.330002,99.269997,96.959999,97.120003,610000,89.031742
2011-06-07,97.809998,98.779999,97.0,97.839996,486800,89.691774
2011-06-08,97.849998,98.199997,96.989998,97.129997,479300,89.040904
2011-06-09,97.43,98.540001,97.080002,97.849998,350900,89.700943
2011-06-10,97.809998,98.129997,95.610001,96.580002,437000,88.536713
2011-06-13,96.690002,97.540001,96.160004,96.239998,416600,88.225025
2011-06-14,97.32,98.830002,96.769997,98.580002,440500,90.370151
2011-06-15,97.580002,98.5,95.93,96.089996,614500,88.087516
2011-06-16,95.989998,97.309998,95.129997,95.449997,517600,87.500816
2011-06-17,96.480003,97.830002,95.43,95.830002,903400,87.849174
2011-06-20,95.690002,97.120003,95.349998,96.489998,417800,88.454205
2011-06-21,96.809998,99.919998,96.589996,99.639999,797500,91.341871
2011-06-22,99.599998,101.040001,98.860001,99.720001,549200,91.41521
2011-06-23,98.709999,100.0,97.959999,99.739998,540200,91.433541
2011-06-24,99.559998,100.650002,98.589996,98.919998,471300,90.681832
2011-06-27,98.709999,99.900002,97.629997,98.849998,450700,90.617662
2011-06-28,99.040001,100.389999,98.800003,99.739998,524500,91.433541
2011-06-29,100.239998,101.089996,100.0,100.660004,400400,92.276928
2011-06-30,100.68,101.589996,100.010002,101.019997,492900,92.60694
2011-07-01,100.82,102.169998,96.580002,101.900002,720200,93.413657
2011-07-05,101.57,102.5,101.480003,102.300003,606300,93.780346
2011-07-06,102.010002,103.309998,101.540001,103.290001,829200,94.687896
2011-07-07,103.889999,104.199997,102.959999,103.160004,357000,94.568725
2011-07-08,101.980003,105.25,101.709999,104.610001,619600,95.897965
2011-07-11,103.110001,103.980003,101.160004,101.669998,556600,93.202809
2011-07-12,101.260002,101.980003,101.010002,101.32,446000,92.881959
2011-07-13,101.650002,103.07,100.970001,101.25,319800,92.817789
2011-07-14,101.360001,101.949997,97.309998,98.260002,649200,90.076801
2011-07-15,98.779999,99.25,97.900002,99.07,380000,90.819341
2011-07-18,98.739998,99.110001,96.260002,98.269997,542200,90.085963
2011-07-19,98.989998,101.400002,98.989998,100.699997,307900,92.31359
2011-07-20,101.019997,103.940002,100.199997,100.989998,651300,92.57944
2011-07-21,101.279999,102.269997,100.379997,100.849998,349800,92.4511
2011-07-22,100.790001,101.830002,99.540001,101.57,465200,93.111138
2011-07-25,100.779999,101.160004,99.540001,99.629997,306000,91.332702
2011-07-26,99.970001,100.860001,99.5,100.040001,410200,91.70856
2011-07-27,99.589996,99.800003,96.610001,97.279999,1085800,89.178413
2011-07-28,104.75,107.0,102.290001,105.870003,2470200,97.053032
2011-07-29,104.660004,105.639999,103.709999,104.470001,1015500,95.769625
2011-08-01,105.650002,106.0,102.540001,104.300003,742800,95.613784
2011-08-02,104.209999,104.209999,99.110001,99.290001,1170700,91.02102
2011-08-03,99.800003,100.309998,96.419998,100.110001,688000,91.77273
2011-08-04,98.419998,98.540001,94.129997,94.160004,1349900,86.318255
